user_id,person,current_age,retirement_age,birth_year,birth_month,gender,city,state,zipcode,per_capita_income_zipcode,yearly_income_person,total_debt,fico_score
271,Jazlyn Anwar,32,63,1987,12,Female,Brooktondale,NY,14817,20159.0,41106.0,106963.0,762
272,Cassandra Macron,53,67,1967,1,Female,Cedar Rapids,IA,52405,22502.0,45876.0,58252.0,790
273,Astrid Ortiz,37,67,1982,10,Female,Roseville,CA,95747,28760.0,58637.0,87340.0,803
274,Matthew Martin,35,63,1984,10,Male,Little Rock,AR,72207,47364.0,96574.0,265319.0,590
275,Rex Long,18,67,2002,2,Male,Jersey City,NJ,7306,21642.0,44128.0,142368.0,687
276,Bridget Schmidt,77,72,1942,8,Female,Colorado Springs,CO,80918,22185.0,31942.0,11845.0,713
277,Blaise Gomez,27,66,1992,6,Male,Sterling,VA,20164,28410.0,57927.0,87736.0,557
278,Miller Wright,20,66,1999,6,Male,Des Moines,IA,50310,22425.0,45725.0,102164.0,688
279,Raiden Reed,39,65,1980,12,Male,Belgrade,ME,4917,21647.0,44134.0,0.0,792
280,Jefferson Perez,19,66,2001,2,Male,San Diego,CA,92169,27748.0,56579.0,79726.0,705
281,Dominique Evans,37,63,1983,2,Male,Asheville,NC,28804,22983.0,46864.0,58954.0,751
282,Alyson Lewis,44,67,1975,9,Female,Las Vegas,NV,89145,27761.0,56605.0,87970.0,624
283,Maddison Abe,31,66,1988,4,Female,San Jose,CA,95121,25115.0,51209.0,76900.0,765
284,Oakley Gray,51,69,1968,4,Male,Pompano Beach,FL,33076,37424.0,76305.0,112785.0,692
285,Bowen Perry,18,61,2001,3,Male,Canonsburg,PA,15317,30076.0,61325.0,83899.0,652
286,Preston Davis,42,69,1977,3,Male,San Fernando,CA,91340,15583.0,31772.0,17286.0,734
287,Felicity Nelson,61,67,1958,10,Female,West Linn,OR,97068,35992.0,73383.0,155191.0,760
288,Jakob Roberts,55,66,1964,4,Male,Leicester,MA,1524,26137.0,53287.0,51026.0,816
289,Melina Hall,88,67,1931,4,Female,Millington,TN,38053,19115.0,19225.0,1644.0,809
290,Renata Burns,62,65,1957,11,Female,Rocky River,OH,44116,29692.0,60541.0,160456.0,716
291,Tori Turner,44,61,1975,12,Female,Battle Creek,MI,49015,21639.0,44124.0,107162.0,850
292,Pearl Rivera,88,65,1932,1,Female,Waterford,MI,48329,24578.0,36764.0,839.0,712
293,Lochlan Morris,47,63,1972,9,Male,Boaz,AL,35957,14516.0,29597.0,44388.0,513
294,Patricia Farhad,37,66,1983,1,Female,Cincinnati,OH,45224,18959.0,38656.0,47523.0,584
295,Thiago Hughes,45,64,1974,10,Male,Albuquerque,NM,87121,15385.0,31373.0,58481.0,637
296,Emery Scott,22,68,1997,4,Female,Sunbury,PA,17801,16519.0,33681.0,78326.0,697
297,Colson Ajami,39,64,1980,10,Male,Cayucos,CA,93430,18740.0,38211.0,84427.0,665
298,Autumn Gonzalez,40,62,1979,7,Female,Quincy,FL,32353,13144.0,26802.0,43444.0,638
299,Amiya Mitchell,58,65,1962,1,Female,Roan Mountain,TN,37687,12427.0,25334.0,182.0,696
300,Israel Stewart,34,67,1985,3,Male,Pittsburgh,PA,15203,30361.0,61904.0,125358.0,639
301,Melina Cook,101,68,1918,5,Female,Seligman,AZ,86337,13086.0,15348.0,1396.0,761
302,Catherine Roman,44,66,1975,11,Female,Cookeville,TN,38501,15955.0,32527.0,74331.0,705
303,Enoch Young,51,63,1969,2,Male,Fort Lauderdale,FL,33318,21661.0,44170.0,90049.0,661
304,Remi Fisher,28,64,1991,6,Female,Gresham,OR,97080,22599.0,46077.0,101450.0,686
305,Lyric Roman,58,66,1961,3,Male,Fort Polk,LA,71459,11324.0,23092.0,20545.0,752
306,Beau Jones,19,69,2000,11,Male,Iliff,CO,80736,15064.0,30710.0,30956.0,680
307,Briella Kelly,22,62,1997,11,Female,Mounds,OK,74047,19856.0,40491.0,81879.0,691
308,Rodrigo Braun,44,62,1975,5,Male,West Sacramento,CA,95691,25234.0,51454.0,151162.0,698
309,Jazlynn Watson,47,63,1973,1,Female,Ardsley,NY,10502,46169.0,94133.0,189899.0,603
310,Ibrahim Turner,58,72,1961,8,Male,Fort Walton Beach,FL,32547,18005.0,36710.0,116794.0,786
311,Noel Davis,62,70,1957,8,Male,Somerville,AL,35670,18533.0,37785.0,81500.0,745
312,Poppy Johnson,58,66,1961,6,Female,Oak Harbor,WA,98278,16537.0,33717.0,58236.0,698
313,Kyree Evans,50,64,1970,2,Male,Stockton,CA,95210,14709.0,29994.0,100834.0,769
314,Raylee Fernandez,42,63,1977,6,Female,Fort Lauderdale,FL,33313,14430.0,29422.0,58679.0,598
315,Emmett Baker,40,67,1980,1,Male,Saint Thomas,PA,17252,17405.0,35489.0,91995.0,724
316,Destiny Reyes,28,65,1992,1,Female,Tucson,AZ,85756,16238.0,33106.0,108695.0,763
317,Isabelle Howard,26,65,1994,2,Female,Yorkville,IL,60560,29281.0,59699.0,71110.0,688
318,Lionel Labelle,58,70,1961,7,Male,Portland,OR,97212,33737.0,68787.0,171854.0,527
319,Leona Jackson,65,67,1954,11,Female,Plymouth,MI,48170,33031.0,67344.0,7049.0,804
320,Holland Howard,68,64,1952,1,Female,San Francisco,CA,94131,51692.0,88432.0,63075.0,694
321,Frankie Powell,36,68,1983,7,Male,Woodway,TX,76712,26061.0,53138.0,153374.0,606
322,Charli Nelson,88,65,1931,4,Female,Fargo,ND,58103,22214.0,38523.0,49.0,751
323,Jesus Mitchell,76,63,1944,2,Male,Odessa,FL,33556,34909.0,26660.0,28332.0,721
324,Gloria Smith,53,67,1966,10,Female,Huntingdon Valley,PA,19006,34043.0,69412.0,177225.0,620
325,Harvey Smith,26,67,1993,5,Male,New Orleans,LA,70130,32314.0,65888.0,162364.0,803
326,Alexander Taylor,37,63,1983,1,Male,Los Angeles,CA,90044,12362.0,25205.0,65179.0,688
327,Maia Anderson,38,65,1981,4,Female,Tonawanda,NY,14150,19433.0,39627.0,47793.0,718
328,Raelynn Nelson,42,66,1978,1,Female,Jackson,MS,39282,13717.0,27967.0,50159.0,690
329,Allie Gray,50,68,1969,11,Female,Florien,LA,71429,18709.0,38142.0,0.0,768
330,Madalyn Rivera,36,67,1984,2,Female,Kent,WA,98042,28919.0,58964.0,71890.0,619
331,Greysen Foster,74,66,1945,11,Male,West Newton,MA,2465,56720.0,58378.0,73124.0,652
332,Makai Lopez,53,68,1966,8,Male,Houston,TX,77064,26420.0,53872.0,64269.0,691
333,Vada Fernandez,75,59,1944,6,Female,Farmington,MN,55024,28429.0,41513.0,15899.0,748
334,Ava Jones,49,69,1970,7,Female,Lake Charles,LA,70605,26772.0,54587.0,69070.0,761
335,Augustine Schmidt,22,62,1997,6,Male,Vermilion,OH,44089,20400.0,41595.0,54451.0,675
336,Jaxxon Allen,44,64,1975,4,Male,Memphis,NY,13112,22047.0,44953.0,97076.0,728
337,Wilder Chen,28,65,1991,5,Male,Fort Wayne,IN,46807,17264.0,35199.0,68569.0,739
338,Rivka Bailey,28,59,1991,3,Female,Cicero,IL,60804,13891.0,28324.0,62363.0,695
339,Lee Turner,38,72,1981,9,Male,Lewistown,PA,17044,16375.0,33387.0,69066.0,526
340,Lincoln Carter,24,67,1995,9,Male,Dunlap,TN,37327,15209.0,31006.0,71031.0,681
341,Alfonso Lee,29,60,1990,4,Male,Cherry Point,NC,28533,16006.0,32636.0,42290.0,782
342,Markus Nguyen,58,65,1961,7,Male,Dallas,TX,75253,12693.0,25883.0,44404.0,706
343,Willow Cook,26,60,1993,12,Female,Tecate,CA,91980,9352.0,19069.0,23153.0,658
344,Leighton Jenkins,59,66,1960,12,Female,Phoenix,AZ,85032,22070.0,44992.0,53368.0,785
345,Cristiano Walker,58,72,1961,8,Male,Melbourne,FL,32901,15840.0,32295.0,72357.0,698
346,Aubrielle Macron,57,66,1962,5,Female,Hopewell Junction,NY,12533,33919.0,69159.0,135111.0,786
347,Chana Myers,42,59,1977,12,Female,Idlewild,MI,49642,6201.0,12643.0,19299.0,645
348,Leanna Bailey,34,65,1985,9,Female,Walnut Creek,CA,94596,42685.0,87030.0,161964.0,727
349,Lorelai Ward,82,66,1937,6,Female,Chicago,IL,60616,25365.0,41793.0,1141.0,730
350,Jace Moore,39,71,1981,2,Male,Tuscaloosa,AL,35405,20553.0,41907.0,87163.0,728
351,Orion Sullivan,48,61,1971,11,Male,Pittsfield,NH,3263,19781.0,40336.0,144284.0,668
352,Cassidy Anwar,19,62,2000,11,Female,Columbus,OH,43219,15539.0,31683.0,46987.0,817
353,Daisy Flores,57,67,1962,6,Female,Las Vegas,NV,89142,19377.0,39508.0,18870.0,770
354,Maximiliano King,42,67,1978,2,Male,Denmark,SC,29042,12189.0,24859.0,43986.0,683
355,Leandro Cooper,42,67,1977,6,Male,Marshfield,MA,2050,34059.0,69440.0,129944.0,743
356,Barrett Barnes,25,70,1995,1,Male,Laredo,TX,78046,10626.0,21666.0,38058.0,610
357,Kiana Hill,30,66,1989,10,Female,North Chili,NY,14514,22855.0,46599.0,12700.0,684
358,Kai Martinez,22,71,1997,6,Male,Carmichael,CA,95608,24781.0,50525.0,118160.0,701
359,Evie Fernandez,60,68,1959,9,Female,Byron,IL,61010,25698.0,52397.0,72810.0,729
360,Dilan Anwar,53,63,1966,8,Male,Avilla,IN,46710,19236.0,39222.0,66559.0,583
361,Hayes Rivera,73,60,1946,7,Male,Houston,TX,77012,12434.0,18015.0,10463.0,645
362,Maleah Williams,65,64,1954,3,Female,Traverse City,MI,49684,20035.0,42102.0,9645.0,672
363,Hendrix Myers,36,66,1983,10,Male,Ainsworth,IA,52201,18302.0,37316.0,37515.0,726
364,Jazlynn Perez,18,67,2001,6,Female,Bakersfield,CA,93313,20460.0,41717.0,27174.0,718
365,Devin Hughes,75,71,1944,8,Male,Lexington,KY,40508,14920.0,20797.0,10127.0,777
366,Zyaire Baker,76,69,1943,8,Male,Hopkins,MN,55305,39155.0,38800.0,25867.0,758
367,Axton Fox,51,68,1968,3,Male,Roanoke,VA,24017,14528.0,29622.0,17385.0,694
368,Isabela Bennett,88,65,1931,10,Female,Shelbyville,KY,40065,19620.0,31399.0,2528.0,757
369,Yamileth Rivera,48,66,1971,5,Female,Severn,MD,21144,31075.0,63355.0,0.0,708
370,Zariah Peterson,19,71,2000,12,Female,Jefferson,TX,75657,15299.0,31197.0,84749.0,844
371,Valerio Price,38,67,1981,3,Male,Huntington,NY,11743,51032.0,104049.0,247623.0,741
372,Joel Fu,35,69,1984,5,Male,El Paso,TX,79912,24608.0,50177.0,101323.0,681
373,Juliet Gao,40,64,1979,12,Female,Ninety Six,SC,29666,16843.0,34344.0,48931.0,548
374,Lilianna Farhad,31,72,1989,1,Female,Harrisburg,PA,17113,17110.0,34884.0,26799.0,705
375,Zaria Lee,33,69,1986,3,Female,Hampstead,MD,21074,27906.0,56897.0,0.0,699
376,Alia Stewart,38,72,1981,10,Female,Wilmington,DE,19803,35630.0,72647.0,90579.0,739
377,Quinn Brown,49,66,1970,8,Male,Mobile,AL,36695,25381.0,51755.0,88605.0,806
378,Layton White,60,66,1959,11,Male,Wayland,MA,1778,56632.0,115465.0,195657.0,715
379,Uriel Parker,18,70,2002,1,Male,Fort Myers,FL,33907,17522.0,35731.0,71825.0,503
380,Aranza Brooks,18,70,2002,2,Female,Lake Mary,FL,32746,31847.0,64936.0,107755.0,688
381,Izaiah Fu,24,68,1995,3,Male,Reno,NV,89521,30757.0,62711.0,68777.0,798
382,Madelyn Labelle,41,68,1978,7,Female,Pleasantville,NJ,8232,15157.0,30910.0,42507.0,749
383,Madden Hill,27,71,1992,11,Male,Port Orchard,WA,98366,21219.0,43264.0,89798.0,729
384,Gustavo Fisher,18,67,2001,11,Male,Suisun City,CA,94585,23990.0,48909.0,71310.0,740
385,Emery Garcia,32,71,1987,11,Female,Glen Ellyn,IL,60137,42028.0,85694.0,120733.0,822
386,Ingrid Thomas,81,68,1938,4,Female,Fort Gibson,OK,74434,18585.0,27864.0,1371.0,591
387,Ephraim Wright,21,68,1998,4,Male,Appleton,WI,54914,21828.0,44513.0,105303.0,778
388,Elena Anwar,27,69,1992,6,Female,Charlottesville,VA,22903,28459.0,58026.0,133169.0,691
389,Addilynn Bell,18,70,2001,5,Female,Boerne,TX,78006,31193.0,63600.0,102773.0,645
390,Brenna Ramirez,19,75,2000,7,Female,Canton,MS,39046,15597.0,31797.0,5400.0,843
391,Baylee Roman,40,66,1979,10,Female,Richmond,CA,94804,21869.0,44585.0,81825.0,684
392,Monroe Sanders,51,67,1968,11,Female,Nixa,MO,65714,20316.0,41427.0,53773.0,850
393,Alayah Neufelder,51,72,1968,10,Female,West Columbia,SC,29172,16928.0,34517.0,74143.0,645
394,Malia Jones,50,65,1970,2,Female,Pleasant Grove,UT,84062,21232.0,43294.0,104521.0,816
395,Frida White,27,66,1992,9,Female,Lafayette,CO,80026,30072.0,61317.0,0.0,741
396,Rodrigo Rodriguez,68,65,1951,12,Male,Long Beach,CA,90808,32079.0,50184.0,27778.0,732
397,Simeon Cruz,47,75,1972,10,Male,Nashport,OH,43830,21156.0,43133.0,44263.0,693
398,Monserrat Collins,23,65,1996,12,Female,Sioux City,IA,51104,21757.0,44361.0,71031.0,705
399,Jennifer Thomas,57,66,1962,9,Female,Compton,CA,90222,13075.0,26664.0,12241.0,709
400,Talia Chen,85,65,1934,6,Female,Virginia Beach,VA,23451,29485.0,41843.0,1741.0,500
401,Milan Perez,22,70,1998,2,Male,Melbourne,FL,32940,24500.0,49952.0,95184.0,780
402,Nova Butler,26,60,1993,3,Male,Lake Zurich,IL,60047,48986.0,99883.0,171034.0,732
403,Sophia Perez,40,65,1979,3,Female,Ferdinand,IN,47532,18898.0,38527.0,36933.0,684
404,Gloria Kelley,32,63,1988,1,Female,Springfield,VT,5156,18013.0,36729.0,48624.0,686
405,Emmie Anwar,63,67,1957,2,Female,Buffalo,NY,14215,14456.0,29477.0,56355.0,850
406,Clay Evans,52,65,1967,9,Male,Rancho Cordova,CA,95742,35137.0,71645.0,155006.0,629
407,Georgia Brown,62,65,1957,9,Female,Brooklyn,NY,11235,22674.0,46232.0,68957.0,691
408,Sally Roberts,20,66,1999,5,Female,Michigan City,IN,46360,18036.0,36775.0,102641.0,850
409,Princeton Ramirez,41,65,1978,12,Male,Challis,ID,83226,19036.0,38812.0,16331.0,762
410,Astrid Price,20,67,1999,11,Female,Ozone Park,NY,11417,19682.0,40130.0,55801.0,798
411,Harlow Turner,38,66,1981,11,Female,Brentwood,NY,11717,17679.0,36045.0,0.0,683
412,Magdalena Jenkins,52,73,1968,2,Female,Somerset,NJ,8873,32610.0,66489.0,83828.0,731
413,Andi Bailey,31,72,1989,2,Female,Estacada,OR,97023,20343.0,41475.0,0.0,747
414,Wilder Hughes,56,68,1963,7,Male,Ridgefield,WA,98642,27308.0,55682.0,82696.0,750
415,Pearl Carter,51,68,1968,5,Female,Osprey,FL,34229,28272.0,57646.0,127892.0,724
416,Rachel Gomez,19,68,2000,9,Female,Odessa,TX,79764,19399.0,39556.0,132573.0,572
417,Miller Howard,36,67,1983,12,Male,San Diego,CA,92102,16838.0,34330.0,15223.0,713
418,Walker Peres,82,71,1937,4,Male,Quincy,FL,32352,15069.0,10142.0,1809.0,767
419,Randall Long,30,60,1989,10,Male,Columbia,MD,21044,37697.0,76867.0,118029.0,659
420,Amirah Ryan,22,68,1997,6,Female,Homewood,IL,60430,25689.0,52379.0,107734.0,771
421,Kyrie Murphy,39,64,1980,10,Male,Newburgh,IN,47630,28126.0,57348.0,119230.0,527
422,Lawson Gray,49,70,1970,3,Male,Chattanooga,TN,37416,18658.0,38041.0,27813.0,782
423,Cassidy Anwar,28,70,1991,3,Female,Phoenix,AZ,85022,26023.0,53053.0,42396.0,696
424,Dexter Murphy,35,65,1984,5,Male,Celina,OH,45822,18077.0,36857.0,3112.0,768
425,Abby Wood,54,72,1965,3,Female,Seattle,WA,98122,37485.0,76431.0,115362.0,716
426,Dalton Fisher,78,68,1941,7,Male,Bloomington,CA,92316,14709.0,18100.0,0.0,682
427,Teresa Adams,45,61,1974,5,Female,Lady Lake,FL,32159,8155.0,16628.0,33926.0,654
428,Duke Barnes,79,66,1941,2,Male,Bullock,NC,27507,18100.0,29041.0,4427.0,699
429,June Torres,47,64,1972,12,Female,Monroe,NC,28112,17595.0,35876.0,50190.0,635
430,Kemal Bell,19,67,2000,3,Male,Verona,NJ,7044,40216.0,81995.0,133788.0,685
431,Ava Evans,50,70,1969,9,Female,Minneapolis,MN,55419,40364.0,82298.0,0.0,791
432,Azariah Turner,30,62,1989,8,Male,Ft Mitchell,KY,41017,30367.0,61916.0,165886.0,655
433,Xiomara Murphy,56,70,1964,2,Female,Little Rock,AR,72204,14736.0,30042.0,9208.0,727
434,Opal Hall,55,61,1964,9,Female,Fairfield,OH,45014,21992.0,44839.0,63194.0,625
435,Koa Smith,25,74,1994,12,Male,Fort Lauderdale,FL,33324,29740.0,60638.0,132252.0,661
436,Meredith Carter,26,64,1994,1,Female,Cleveland,OH,44102,14737.0,30049.0,80474.0,700
437,Carolyn Cooper,54,65,1965,8,Female,Waterloo,IA,50703,14568.0,29699.0,6569.0,711
438,Esteban Taylor,29,66,1990,5,Male,Anchorage,AK,99508,20519.0,41836.0,60302.0,615
439,Butch El-Mafouk,55,68,1964,11,Male,Los Angeles,CA,90037,11329.0,23103.0,63635.0,681
440,Elisha Bailey,72,70,1947,5,Male,Ellicott City,MD,21043,39053.0,57513.0,11755.0,793
441,Leia Butler,66,68,1953,3,Female,Memphis,TN,38134,18759.0,38249.0,0.0,746
442,Hayley Taylor,41,65,1978,3,Female,Suffolk,VA,23434,20353.0,41496.0,9222.0,807
443,Mackenzie Green,24,70,1995,8,Female,Butler,NJ,7405,44540.0,90812.0,175569.0,850
444,Alfredo Brown,35,67,1984,6,Male,Mesilla Park,NM,88047,14822.0,30217.0,23394.0,705
445,Savannah Nguyen,29,66,1990,11,Female,O Fallon,MO,63368,30202.0,61581.0,241312.0,736
446,Jalen Neufelder,53,67,1966,6,Male,Jacksonville,AR,72076,16462.0,33566.0,96597.0,698
447,Alexia Reyes,66,68,1953,3,Female,Seguin,TX,78155,17440.0,35560.0,60397.0,723
448,June Reyes,21,67,1998,11,Female,Glendora,CA,91741,31699.0,64630.0,92847.0,751
449,Hazel Robinson,67,60,1952,11,Female,Dacula,GA,30019,26767.0,57705.0,22475.0,684
450,Alfred King,58,71,1961,5,Male,San Benito,TX,78586,11844.0,24155.0,2870.0,802
451,Thaddeus Sanchez,27,71,1993,1,Male,Huron,TN,38345,17179.0,35026.0,11468.0,743
452,Heidi Baker,29,70,1990,3,Female,Sanford,NC,27332,17854.0,36404.0,11745.0,726
453,Tucker White,50,60,1969,5,Male,Salisbury,NC,28147,18724.0,38179.0,50559.0,609
454,Audrina Thompson,36,65,1983,3,Female,Bellaire,TX,77401,79100.0,161276.0,317964.0,540
455,Randy Merkel,31,66,1988,6,Male,Sherman,TX,75090,15737.0,32086.0,53595.0,747
456,Kira Wood,22,69,1997,3,Female,Chicago,IL,60637,18395.0,37505.0,57014.0,714
457,Hannah Perry,69,73,1951,2,Female,Turlock,CA,95382,22799.0,46487.0,57336.0,635
458,Anya Hughes,23,65,1996,7,Female,Spearfish,SD,57783,18583.0,37891.0,66163.0,749
459,Rory Nelson,54,67,1965,3,Female,Lafayette,CO,80026,30072.0,61312.0,25355.0,708
460,Yousef Barnes,46,59,1973,4,Male,Chardon,OH,44024,25565.0,52130.0,80367.0,701
461,Makayla Garcia,27,61,1993,1,Female,Depew,NY,14043,19983.0,40744.0,50803.0,717
462,Marianna Cruz,86,65,1933,6,Female,Kaneohe,HI,96744,24516.0,49529.0,1385.0,689
463,Karson Green,76,63,1943,12,Male,Derby,KS,67037,24531.0,41790.0,24676.0,719
464,June Morales,81,57,1939,1,Female,Baldwin Park,CA,91706,15775.0,29928.0,2028.0,713
465,Paula Gray,47,67,1972,5,Female,Copiague,NY,11726,21077.0,42976.0,58765.0,748
466,Shaun Jenkins,40,68,1979,3,Male,Thomson,GA,30824,15755.0,32126.0,56283.0,770
467,Tristan Powell,56,69,1963,4,Male,Canal Fulton,OH,44614,22170.0,45202.0,71022.0,683
468,Kenia Perry,20,65,1999,3,Female,Cape Coral,FL,33904,17120.0,34907.0,64107.0,742
469,Korbin Torres,27,65,1992,4,Male,Cambridge Springs,PA,16403,16965.0,34591.0,65770.0,688
470,Payton Neufelder,22,69,1997,3,Female,Richlands,NC,28574,15661.0,31933.0,65405.0,746
471,Antonio Abe,42,70,1978,2,Male,Pflugerville,TX,78660,25584.0,52165.0,97248.0,730
472,Christina Lee,58,64,1961,8,Female,Uhrichsville,OH,44683,14477.0,29519.0,45597.0,643
473,Emerson Richardson,57,67,1962,5,Male,Mitchell,IN,47446,15981.0,32583.0,12501.0,812
474,Jedidiah Rodriguez,37,65,1982,7,Male,Prairieville,LA,70769,29006.0,59139.0,128870.0,742
475,Lewis Martinez,44,64,1975,10,Male,Houston,TX,77058,30499.0,62185.0,114235.0,749
476,Howard Abe,22,67,1997,6,Male,Albany,OR,97322,17561.0,35800.0,65841.0,753
477,Marshall Clark,26,71,1993,10,Male,Laurel,MD,20723,35553.0,72485.0,31605.0,691
478,Kaliyah Lee,24,65,1995,3,Female,Ventura,CA,93003,25524.0,52036.0,26232.0,703
479,Brian Cruz,33,67,1986,7,Male,Kalamazoo,MI,49048,17409.0,35499.0,80517.0,724
480,Blaine Diaz,44,65,1976,1,Male,Dunlap,TN,37327,15209.0,31015.0,103094.0,737
481,Wayne Robinson,79,65,1940,11,Male,San Diego,CA,92122,34848.0,53222.0,23051.0,640
482,Kora Barnes,56,69,1963,6,Female,Short Hills,NJ,7078,137428.0,280199.0,91367.0,752
483,Davis Jenkins,48,67,1971,6,Male,Burlington,IA,52601,18076.0,36853.0,112139.0,834
484,Craig Labelle,22,70,1998,2,Male,Fairview,NJ,7022,18392.0,37497.0,0.0,695
485,Noor Johnson,88,66,1931,10,Female,Wayne,NJ,7470,37030.0,31828.0,3777.0,593
486,Estella Fu,49,68,1970,7,Female,League City,TX,77573,35246.0,71866.0,132580.0,662
487,Beckett Gonzalez,62,69,1957,8,Male,Watsonville,CA,95076,16920.0,34496.0,33122.0,731
488,Alondra White,74,71,1946,1,Female,North Richland Hills,TX,76180,26016.0,39003.0,10793.0,788
489,Kaiden Morgan,68,64,1951,3,Male,Los Angeles,CA,90033,12349.0,11566.0,9102.0,536
490,Anna Nelson,45,71,1974,12,Female,Atlanta,GA,30317,25586.0,52172.0,66085.0,667
491,Keith Bell,91,66,1928,3,Male,Pompano Beach,FL,33060,18266.0,40141.0,805.0,850
492,Jeffery Farhad,48,66,1971,5,Male,Latrobe,PA,15650,19486.0,39733.0,79302.0,781
493,Miriam Phillips,29,65,1991,2,Female,Waynesville,OH,45068,25333.0,51651.0,22705.0,801
494,Addilynn Garcia,22,64,1997,3,Female,Tempe,AZ,85283,24122.0,49190.0,122458.0,630
495,Demetrius Murphy,42,68,1977,11,Male,Martinsburg,WV,25401,18003.0,36711.0,84949.0,739
496,Mateo Howard,22,61,1997,5,Male,Halethorpe,MD,21227,22728.0,46344.0,66994.0,732
497,Easton Cruz,26,71,1993,3,Male,Doylestown,PA,18902,49534.0,100991.0,0.0,722
498,Kassidy Reyes,62,65,1957,6,Female,Belle Fourche,SD,57717,16097.0,32819.0,25393.0,826
499,Aron Roman,30,62,1989,8,Male,Chicago,IL,60626,23446.0,47803.0,81929.0,652
500,Gordon Neufelder,44,69,1975,9,Male,Medford,OR,97504,18961.0,38661.0,88636.0,765
501,Dakota Allen,45,66,1974,4,Male,Douglassville,PA,19518,28278.0,57658.0,74288.0,766
502,Belen Reyes,45,69,1974,5,Female,Belzoni,MS,39038,10909.0,22249.0,20420.0,789
503,Zariyah Myers,38,68,1982,2,Female,Boca Raton,FL,33486,31706.0,64647.0,58250.0,738
504,Lilyana Fernandez,32,64,1987,10,Female,Beacon Falls,CT,6403,28814.0,58749.0,113308.0,768
505,Blaire Bailey,46,68,1973,12,Female,Saint George,UT,84770,14470.0,29510.0,47153.0,752
506,Malaya Sanchez,53,65,1966,3,Female,Fresno,CA,93710,17985.0,36672.0,99454.0,655
507,Raquel Jackson,41,61,1979,1,Female,Canton,MA,2021,38878.0,79271.0,211919.0,759
508,Isabella Hall,35,68,1985,1,Female,High Springs,FL,32643,19693.0,40156.0,70128.0,738
509,Maryam Rivera,30,58,1989,4,Female,Saint Louis,MO,63129,28373.0,57853.0,131828.0,558
510,Jessica Reed,73,64,1946,9,Female,Germantown,MD,20874,33637.0,37789.0,24575.0,605
511,Cullen Ryan,61,63,1958,10,Male,Longview,TX,75604,20531.0,41865.0,60911.0,676
512,Mack Merkel,66,69,1953,3,Male,Strongsville,OH,44149,30381.0,61937.0,138153.0,684
513,Lucinda Xi,32,67,1987,7,Female,Washington,NC,27889,15827.0,32274.0,72974.0,545
514,Bennett Cruz,48,71,1971,3,Male,Rutherford,NJ,7070,37170.0,75785.0,117920.0,814
515,Kameron Rodriguez,50,64,1969,4,Male,Fletcher,NC,28732,22345.0,45560.0,79660.0,644
516,Marissa Torres,46,67,1973,3,Female,Kimberly,WI,54136,20013.0,40810.0,65643.0,614
517,Lyric Gomez,58,67,1961,11,Male,Bigelow,AR,72016,18817.0,38371.0,50530.0,703
518,Salma Rogers,46,67,1973,10,Female,Columbia,SC,29229,23917.0,48762.0,143208.0,771
519,Blaine Scott,26,61,1994,2,Male,Rescue,CA,95672,28660.0,58435.0,134789.0,666
520,Emmanuel Wood,48,68,1971,7,Male,Vinton,VA,24179,19188.0,39124.0,66231.0,722
521,Luciano Wilson,50,65,1970,1,Male,Camas,WA,98607,31226.0,63673.0,147913.0,591
522,Lila Neufelder,34,65,1985,11,Female,Garden Grove,CA,92840,18679.0,38081.0,28613.0,811
523,Rose Fu,23,61,1996,11,Female,Blacksburg,SC,29702,14443.0,29450.0,36002.0,692
524,Katherine Burns,56,65,1963,12,Female,Hudson,IL,61748,28237.0,57576.0,161107.0,589
525,Amari Martin,31,70,1988,8,Female,Lawton,OK,73505,16829.0,34311.0,6971.0,680
526,Alison Parker,63,65,1956,11,Female,Pompano Beach,FL,33062,26530.0,54095.0,76109.0,753
527,Sally Fisher,24,65,1995,9,Female,Stockton,CA,95205,12089.0,24648.0,32962.0,600
528,Dayana Fox,37,61,1982,8,Female,Brighton,CO,80602,32793.0,66863.0,89031.0,673
529,Gemma Cooper,61,68,1959,1,Female,Charlotte,NC,28212,14793.0,30165.0,36972.0,694
530,Lennon Lewis,53,67,1966,6,Male,Hinsdale,IL,60521,92938.0,189490.0,448929.0,717
531,Madelynn Abe,19,68,2000,3,Female,Georgetown,KY,40324,23827.0,48582.0,189348.0,546
532,Derrick Sadr,84,65,1935,12,Male,Levittown,PA,19054,23207.0,26476.0,406.0,813
533,Cayden Murphy,39,69,1980,11,Male,Manchester,NH,3104,27706.0,56486.0,116394.0,689
534,Heaven Wright,59,71,1960,3,Female,San Antonio,TX,78217,17609.0,35906.0,69819.0,659
535,Perla Myers,19,61,2000,4,Female,Chesterton,IN,46304,27261.0,55587.0,151141.0,621
536,Paula Leroux,21,67,1998,4,Female,Florence,WI,54121,18016.0,36733.0,0.0,761
537,Iliana Brown,48,66,1971,11,Female,Omaha,NE,68136,33232.0,67761.0,0.0,745
538,Emiliano White,57,56,1963,2,Male,Murfreesboro,TN,37129,22760.0,36282.0,14141.0,725
539,Brenda Masvidal,46,68,1973,7,Female,Palm Beach Gardens,FL,33410,27696.0,56467.0,66565.0,688
540,Elliot Ajami,55,73,1965,2,Female,Republic,OH,44867,18462.0,37645.0,46298.0,654
